	GSM461182_untreat_single.counts	GSM461177_untreat_paired.counts	GSM461176_untreat_single.counts	GSM461178_untreat_paired.counts	GSM461181_treat_paired.counts	GSM461180_treat_paired.counts	GSM461179_treat_single.counts
FBgn0039827	628.652077254505	742.288360068676	557.30472408391	693.668294881086	48.7669183569685	26.9158128797738	38.7162865527467
FBgn0016715	265.212595091744	285.225763553948	355.648409448284	318.40511896181	58.888354242377	68.4110244027585	63.4947099465046
FBgn0035147	38021.1723130137	39044.3677396124	29174.9023057927	43942.1807390081	19729.4389322664	19203.3109975153	13295.9471279443
FBgn0264475	1822.10875516735	1294.03655841894	1401.3280627952	1420.3142627975	262.237202485585	218.690979648162	269.465354407117
FBgn0063667	4.91134435355082	2.33791609470449	5.13306982708864	9.09728911319457	44.1662656817828	35.8877505063651	32.5216807043072
FBgn0035189	46.6577713587328	111.051014498463	87.995482750091	65.9553460706606	599.925108844216	739.063361990456	498.665770799378
FBgn0020248	22.1010495909787	25.7170770417494	23.4654620666909	20.4689005046878	102.134489389123	87.476391859265	85.9501561470977
FBgn0035344	147.340330606525	180.019539292246	154.725390502243	159.202559480905	51.5273099620799	62.8035633861389	44.1365666701313
FBgn0035523	25.7845578561418	23.3791609470449	58.6636551667273	46.6236067051222	72.6903122679342	141.308017618813	128.538071355119
FBgn0262733	186.631085434931	264.184518701607	280.118953421123	202.414682768579	864.002572399876	936.445989775465	1123.54663576071
FBgn0052407	478.856074471205	383.418239531536	445.110483577544	403.692204398009	92.9331840387513	76.2614698260259	118.471836851405
FBgn0035710	2.45567217677541	9.35166437881796	14.6659137916818	13.6459336697919	46.0065267518571	48.2241647429281	48.7825210564609
FBgn0035727	51.5691157122836	53.7720701782033	54.9971767188069	46.6236067051222	167.46375737676	187.289197955093	139.378631589888
FBgn0000116	599.1840111332	689.685247937825	506.707321502607	574.266375270407	1592.74595614929	1783.17260328502	955.517952121789
FBgn0023479	5179.01262081934	7027.7757806817	7059.43760362605	6219.13427000764	2062.93265955327	2342.79721274365	2202.18237912023
FBgn0040827	451.843680526675	455.893638467376	542.638810292228	415.063815789502	121.457230624903	88.5978840625889	141.701608783053
FBgn0001225	351.161121278884	362.376994679196	307.250893935734	429.846910598443	1103.23651150953	897.193762659128	802.975783103967
FBgn0001224	459.210697057002	439.528225804444	454.643327542137	601.558242609991	1562.38164849307	1287.47304941585	1257.50498723321
FBgn0001226	694.955226027441	869.704787230071	870.421983536317	1136.02397801017	3187.33217336866	2860.92661067929	2734.14415635497
FBgn0029167	8117.22438033112	8804.59201265711	7708.40428890797	7998.79145277632	1672.79731269752	1942.42449615701	1766.23699253631
FBgn0263232	345.021940836945	256.001812370142	285.985318937796	218.33493871667	509.752316410576	591.0263911517	857.952910008867
FBgn0004396	1935.06967529902	2600.93165535875	3178.10351865745	1880.86452415298	4596.05202251052	4500.54821193885	6056.7758683117
