	GSM461176_untreat_single.counts	GSM461177_untreat_paired.counts	GSM461178_untreat_paired.counts	GSM461182_untreat_single.counts	GSM461179_treat_single.counts	GSM461180_treat_paired.counts	GSM461181_treat_paired.counts
FBgn0039303	2744.72576611325	2333.24026251508	2382.35258651783	2515.83614510641	2462.35582475469	2248.59186766444	2274.56268261181
FBgn0039304	434.844343923366	397.445736099763	476.470517303565	536.564370625427	559.837503552717	420.559576246466	542.877015671913
FBgn0267768	0	0	0	0	0	0	0
FBgn0039305	244.187464631502	140.274965682269	187.631587959638	185.403249346543	269.465354407117	263.550667781119	257.6365498104
FBgn0027090	1656.51496277046	1884.36037233182	1850.16117339595	1791.41285295766	1648.53948141595	1896.44331582073	1915.71177394733
FBgn0039306	232.454733598157	185.864329529007	268.37002883924	276.263119887234	225.328787736986	200.74710439498	188.626759682614
FBgn0266741	0.733295689584092	0	2.27432227829864	0	0	0	0
FBgn0263002	0	1.16895804735225	0	0	0	0	0
FBgn0039307	0.733295689584092	0	0	0	3.09730292421974	2.24298440664782	0
FBgn0039308	0.733295689584092	0	0	0	0	0	0
FBgn0039309	0	0	0	0	0	0	0
FBgn0039310	0	0	1.13716113914932	0	0.774325731054934	0	0
FBgn0039311	0.733295689584092	2.33791609470449	0	0	0	0	0
FBgn0039312	2.19988706875227	0	12.5087725306425	0	3.09730292421974	0	5.52078321022285
FBgn0039313	5.86636551667273	0	3.41148341744796	1.2278360883877	6.19460584843947	2.24298440664782	0
FBgn0051300	2.19988706875227	0	0	1.2278360883877	1.54865146210987	2.24298440664782	3.68052214014857
FBgn0051104	2.19988706875227	0	6.82296683489593	1.2278360883877	1.54865146210987	6.72895321994346	1.84026107007428
FBgn0039315	2.93318275833637	0	2.27432227829864	3.68350826516311	5.42028011738454	2.24298440664782	7.36104428029713
FBgn0039316	8.06625258542501	7.01374828411347	0	8.59485261871393	7.74325731054934	0	1.84026107007428
FBgn0051098	294.784867212805	305.098050358936	317.267957822661	243.111545500766	181.96654679791	210.840534224895	163.783235236611
FBgn0051102	2.19988706875227	4.67583218940898	1.13716113914932	0	0.774325731054934	2.24298440664782	0
FBgn0051097	1.46659137916818	7.01374828411347	0	0	1.54865146210987	2.24298440664782	0
FBgn0051288	4.39977413750455	2.33791609470449	0	4.91134435355082	4.64595438632961	5.60746101661955	4.60065267518571
FBgn0039319	0.733295689584092	0	2.27432227829864	2.45567217677541	0	0	0
FBgn0051370	312.383963762823	466.414260893546	375.263175919276	450.615844438288	397.229100031181	250.092761341232	234.633286434471
FBgn0051436	151.058912054323	160.147252487258	162.614042898353	143.656822341361	209.067947384832	181.681736938473	201.508587173134
FBgn0039321	189.92358360228	191.709119765768	204.689005046878	207.504298937522	130.086722817229	139.065033212165	151.821538281128
FBgn0051099	3.66647844792046	0	0	0	3.09730292421974	0	0
FBgn0051087	0.733295689584092	0	2.27432227829864	1.2278360883877	0.774325731054934	0	0
FBgn0039323	73.3295689584092	72.4753989358392	70.5039906272579	42.9742630935697	103.759647961361	105.420267112448	93.8533145737884
FBgn0039324	3.66647844792046	0	0	0	1.54865146210987	2.24298440664782	0
FBgn0039325	4.39977413750455	1.16895804735225	2.27432227829864	2.45567217677541	2.3229771931648	0	0.920130535037141
FBgn0039326	5.86636551667273	7.01374828411347	0	1.2278360883877	3.09730292421974	0	1.84026107007428
FBgn0045761	1240.73630677628	1161.94429906813	987.055868781611	951.572968500471	1288.47801647541	1034.01581146464	994.66110837515
FBgn0039328	283.785431869043	256.001812370142	247.901128334552	240.65587332399	297.341080725095	186.167705751769	190.467020752688
FBgn0039329	95.3284396459319	132.092259350804	118.264758471529	94.5433788058533	112.277231002965	100.934298299152	107.655272599346
FBgn0028647	323.383399106584	327.308253258629	280.878801369882	276.263119887234	340.703321664171	291.587972864217	314.684642982702
FBgn0027376	13.1993224125136	0	9.09728911319457	0	42.5879152080214	4.48596881329564	0
FBgn0261575	4.39977413750455	2.33791609470449	4.54864455659728	7.36701653032623	6.96893157949441	4.48596881329564	7.36104428029713
FBgn0004509	2407.40974890457	2522.61146618615	2332.31749639526	2254.30705827983	2559.92086686761	2310.27393884725	2407.06147965716
FBgn0039331	5.13306982708864	11.6895804735225	4.54864455659728	0	6.19460584843947	0	0
FBgn0039332	5.13306982708864	7.01374828411347	9.09728911319457	0	6.19460584843947	2.24298440664782	1.84026107007428
FBgn0051437	2.19988706875227	0	4.54864455659728	1.2278360883877	1.54865146210987	2.24298440664782	0
FBgn0051439	11.7327310333455	14.0274965682269	9.09728911319457	12.278360883877	3.09730292421974	5.60746101661955	8.28117481533427
FBgn0039335	272.785996525282	315.618672785106	361.617242249484	303.275513831763	334.508715815732	273.644097611034	288.920988001662
FBgn0039336	136.392998262641	142.612881776974	150.10527036771	159.618691490402	157.188123404152	155.887416262023	165.623496306685
FBgn0039337	262.519856871105	189.371203671064	238.803839221357	225.921840263338	228.426090661206	260.186191171147	209.789761988468
FBgn0039338	3967.12968064993	4167.33543881075	4118.79764599884	4191.83240575562	3784.90417339652	4082.23162009903	4164.5108015781
FBgn0039339	16.13250517085	5.84479023676123	2.27432227829864	2.45567217677541	17.0351660832086	1.12149220332391	2.76039160511142
FBgn0259991	0	0	0	0	0	0	0
FBgn0040212	649.699980971505	836.973961904208	727.783129055565	875.447131020434	835.497463808274	839.997660289608	905.408446476547
FBgn0265068	20.5322793083546	17.5343707102837	12.5087725306425	14.7340330606525	25.5527491248128	11.2149220332391	8.28117481533427
FBgn0039341	0	0	0	0	0	0	0
FBgn0053494	1975.49858773954	1377.03257978095	1439.64600216304	2276.4081078708	2570.76142710238	1289.7160338225	1306.58535975274
FBgn0266253	0	0	2.27432227829864	4.91134435355082	3.87162865527467	0	0
FBgn0263410	0	0	0	0	0	0	0
FBgn0263411	0	0	0	0	0	0	0
FBgn0267211	0.733295689584092	0	0	0	2.3229771931648	0	0.920130535037141
FBgn0039342	0.733295689584092	0	0	0	0	0	0
FBgn0039343	7.33295689584092	2.33791609470449	3.41148341744796	0	10.0662345037141	2.24298440664782	3.68052214014857
FBgn0011666	2494.67193596508	2599.76269731139	1893.37329668362	1679.67976891438	2525.8505347012	2117.37727987554	2011.40534959119
FBgn0267769	2.19988706875227	4.67583218940898	0	0	4.64595438632961	0	0
FBgn0039344	5.13306982708864	4.67583218940898	2.27432227829864	0	5.42028011738454	1.12149220332391	3.68052214014857
FBgn0267570	18.3323922396023	18.7033287576359	4.54864455659728	11.0505247954893	34.0703321664171	12.336414236563	7.36104428029713
FBgn0262319	0	0	0	0	0	0	0
FBgn0261287	17.5990965500182	18.7033287576359	12.5087725306425	12.278360883877	24.7784233937579	3.36447660997173	9.20130535037141
FBgn0039348	1009.01486886771	1197.0130404887	1200.84216294168	1199.59585835479	1043.79108546205	1426.53808262801	1319.46718724326
FBgn0039346	3.66647844792046	10.5206224261702	4.54864455659728	4.91134435355082	4.64595438632961	1.12149220332391	4.60065267518571
FBgn0039347	30.0651232729478	30.3929092311584	9.09728911319457	42.9742630935697	43.3622409390763	31.4017816930695	36.8052214014857
FBgn0039349	525.773009431794	584.479023676123	615.204176279783	546.387059332529	534.284754427905	536.073273188829	640.41085238585
FBgn0039350	300.651232729477	243.143273849267	275.192995674136	278.718792064009	304.310012304589	279.251558627653	301.802815492182
FBgn0262411	0	0	0	0	0	0	0
FBgn0267577	0	0	0	0	0	0	0
FBgn0262388	0	0	0	0	0	0	0
FBgn0027508	851.35629560713	946.856018355319	849.459370944543	898.7760166998	762.71084508911	982.427170111745	961.536409113813
FBgn0267770	0	0	0	0	0	0	0
FBgn0266735	0	0	0	0	0.774325731054934	0	0
FBgn0261986	759.694334409119	591.492771960236	498.076578947403	609.006699840302	537.382057352124	418.316591839818	396.576260601008
FBgn0039354	15.3992094812659	11.6895804735225	13.6459336697919	9.82268870710164	10.8405602347691	2.24298440664782	3.68052214014857
FBgn0266752	0	0	0	0	0.774325731054934	0	0.920130535037141
FBgn0039355	120.260493091791	121.571636924634	126.224886445575	133.83413363426	146.347563169383	181.681736938473	133.418927580386
FBgn0039356	14.6659137916818	18.7033287576359	44.3492844268235	27.0123939445295	31.7473549732523	34.7662583030412	46.0065267518571
FBgn0039357	102.661396541773	79.4891472199527	117.12759733238	101.91039533618	127.763745624064	134.579064398869	112.255925274531
FBgn0039358	1358.06361710974	1485.7456781847	1453.29193583283	1618.287964495	1165.36022523768	1445.60345008452	1440.92441786816
FBgn0039359	28760.5902411777	23759.0723124344	35245.1723467941	29434.9145469184	24346.3496358292	28399.5470647714	28015.2144002758
FBgn0039360	419.4451344421	507.327792550875	474.196195025267	572.17161718867	492.471164950938	582.054453525109	573.241323328139
FBgn0051092	87.995482750091	91.1787276934751	78.4641186013031	92.0877066290779	360.061464940544	459.811803362803	444.423048422939
FBgn0267771	0.733295689584092	0	0	0	2.3229771931648	0	0
FBgn0066101	15.3992094812659	11.6895804735225	7.96012797404525	7.36701653032623	17.8094918142635	21.3083518631543	23.9233939109657
FBgn0039366	0	0	0	0	0	0	0
FBgn0039367	0	0	0	0	0	0	0
FBgn0039368	0.733295689584092	0	0	0	0	0	0.920130535037141
FBgn0039369	0.733295689584092	0	0	0	0.774325731054934	0	0
FBgn0039370	0.733295689584092	0	0	0	1.54865146210987	0	0
FBgn0039371	0	0	0	0	0	0	0
FBgn0051380	5.86636551667273	0	1.13716113914932	0	24.7784233937579	1.12149220332391	1.84026107007428
FBgn0051093	0.733295689584092	0	0	0	3.09730292421974	1.12149220332391	0
FBgn0263622	0	0	0	0	0	0	0
FBgn0263623	0.733295689584092	0	0	0	0	0	0
FBgn0263624	0	0	0	0	0	0	0
FBgn0263625	0	0	0	0	1.54865146210987	1.12149220332391	0
FBgn0264429	0	0	0	0	0	0	0
FBgn0250831	0	0	0	0	0.774325731054934	0	0
FBgn0267212	1.46659137916818	0	0	0	0.774325731054934	0	0
FBgn0039373	10.9994353437614	1.16895804735225	0	6.13918044193852	7.74325731054934	0	1.84026107007428
FBgn0039374	0	0	0	0	0	0	0
FBgn0011273	0	0	0	0	0	0	0
FBgn0039376	0.733295689584092	2.33791609470449	4.54864455659728	3.68350826516311	0.774325731054934	5.60746101661955	4.60065267518571
FBgn0266254	6.59966120625682	12.8585385208747	6.82296683489593	4.91134435355082	8.51758304160428	7.85044542326737	0
FBgn0011670	2.19988706875227	0	0	0	3.09730292421974	0	0
FBgn0261061	0.733295689584092	0	0	0	1.54865146210987	0	0.920130535037141
FBgn0011669	0	0	0	2.45567217677541	0.774325731054934	0	0
FBgn0011668	0.733295689584092	0	0	0	3.09730292421974	0	0.920130535037141
FBgn0039378	8.06625258542501	9.35166437881796	9.09728911319457	4.91134435355082	13.1635374279339	1.12149220332391	3.68052214014857
FBgn0267213	2.93318275833637	2.33791609470449	1.13716113914932	0	4.64595438632961	0	0
FBgn0267214	4.39977413750455	4.67583218940898	4.54864455659728	6.13918044193852	11.614885965824	4.48596881329564	5.52078321022285
FBgn0267215	0	0	0	2.45567217677541	1.54865146210987	1.12149220332391	1.84026107007428
FBgn0267216	12.4660267229296	3.50687414205674	0	3.68350826516311	8.51758304160428	2.24298440664782	0
FBgn0267217	5.86636551667273	0	0	0	7.74325731054934	0	0.920130535037141
